Name,compass16.sivers.h-.z>1.dx
Comment,COMPASS16 SSA-Sivers h-, z>0.1 (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h-.z>1.dx.0,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.1269427669584644,1.0,2.0,0.006,0.003,0.008,0.25,0.1,1.0,0.49,0.1,10.0,-0.001,0.006,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.1,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.2609520212918492,1.0,2.0,0.011,0.008,0.014,0.24,0.1,1.0,0.48,0.1,10.0,0.005,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.2,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.3601470508735443,1.0,2.0,0.018,0.014,0.022,0.25,0.1,1.0,0.46,0.1,10.0,-0.002,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.396424004376894,1.0,2.0,0.028,0.022,0.035,0.26,0.1,1.0,0.43,0.1,10.0,0.002,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.5033296378372907,1.0,2.0,0.043,0.035,0.055,0.26,0.1,1.0,0.42,0.1,10.0,0.004,0.004,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.70293863659264,1.0,2.0,0.07,0.055,0.105,0.26,0.1,1.0,0.4,0.1,10.0,-0.003,0.006,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.6,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,1.9026297590440449,1.0,2.0,0.11,0.105,0.145,0.27,0.1,1.0,0.38,0.1,10.0,0.014,0.02,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.0,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.1213203435596424,2.0,2.5,0.02,0.014,0.022,0.23,0.1,1.0,0.51,0.1,10.0,0.031,0.023,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.1,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.2045407685048604,2.0,2.5,0.029,0.022,0.035,0.23,0.1,1.0,0.5,0.1,10.0,0.004,0.011,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.2,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.222611077089287,2.0,2.5,0.044,0.035,0.055,0.23,0.1,1.0,0.47,0.1,10.0,0.019,0.01,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.23159136044214,2.0,2.5,0.075,0.055,0.105,0.24,0.1,1.0,0.44,0.1,10.0,0.005,0.008,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.247220505424423,2.0,2.5,0.12,0.105,0.145,0.26,0.1,1.0,0.4,0.1,10.0,0.027,0.011,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.3515952032609695,2.0,2.5,0.163,0.145,0.215,0.27,0.1,1.0,0.38,0.1,10.0,0.011,0.019,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.0,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.6645825188948455,2.5,4.0,0.031,0.022,0.035,0.23,0.1,1.0,0.52,0.1,10.0,-0.014,0.027,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.1,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,2.8653097563788807,2.5,4.0,0.046,0.035,0.055,0.23,0.1,1.0,0.5,0.1,10.0,0.016,0.013,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.2,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.024896692450835,2.5,4.0,0.076,0.055,0.105,0.23,0.1,1.0,0.48,0.1,10.0,0.003,0.009,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.0724582991474434,2.5,4.0,0.121,0.105,0.145,0.24,0.1,1.0,0.45,0.1,10.0,0.001,0.01,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.1128764832546763,2.5,4.0,0.176,0.145,0.215,0.25,0.1,1.0,0.42,0.1,10.0,0.027,0.01,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.286335345030997,2.5,4.0,0.248,0.215,0.3,0.26,0.1,1.0,0.4,0.1,10.0,0.051,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.6,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.5972211497209896,2.5,4.0,0.35,0.3,0.55,0.27,0.1,1.0,0.4,0.1,10.0,0.029,0.023,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.0,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.342810150121693,4.0,9.0,0.084,0.055,0.105,0.22,0.1,1.0,0.52,0.1,10.0,-0.037,0.033,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.1,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.674398357008098,4.0,9.0,0.123,0.105,0.145,0.22,0.1,1.0,0.5,0.1,10.0,0.057,0.023,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.2,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.988987873306569,4.0,9.0,0.178,0.145,0.215,0.23,0.1,1.0,0.49,0.1,10.0,-0.005,0.018,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,5.298112871579842,4.0,9.0,0.254,0.215,0.3,0.23,0.1,1.0,0.47,0.1,10.0,0.004,0.018,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,5.571355310873647,4.0,9.0,0.388,0.3,0.55,0.24,0.1,1.0,0.47,0.1,10.0,0.037,0.016,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>1.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,6.1400325732035,4.0,9.0,0.638,0.55,0.8,0.28,0.1,1.0,0.63,0.1,10.0,0.048,0.04,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
